the_geom,latlong,lat,long,deaths,cartodb_id,created_at,updated_at
0101000020E6100000DFC2BAF1EEAE40404529215855954140,"35.166667, 33.366667",35.166667,33.366667,3,148,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009A999999999918C087A3AB7477974140,"35.183333, -6.15",35.183333,-6.15,87,149,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000054FD4AE7C3B3DE3F40BFEFDFBC9A4140,"35.208889, 0.479722",35.208889,0.479722,16,150,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000008925E5EE73FC06C0F9653046249E4140,"35.235482, -2.873268",35.235482,-2.873268,8,151,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000A8AAD0402CCF3840581B6327BC9E4140,"35.240117, 24.809269",35.240117,24.809269,84,152,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000062838593347F0FC077F69507E99F4140,"35.249299, -3.937112",35.249299,-3.937112,149,153,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000FB04508C2C7907C0A3737E8AE3A04140,"35.256944, -2.934167",35.256944,-2.934167,1,154,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000042CEFBFF388107C08FAB915D69A54140,"35.292278, -2.938097",35.292278,-2.938097,79,155,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009A99999999992C406666666666A64140,"35.3, 14.3",35.3,14.3,10,156,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006F47382D7851F2BFDFFDF15EB5A64140,"35.30241, -1.14489",35.30241,-1.14489,14,157,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000D925AAB70636F53F78EE3D5C72B04140,"35.37849, 1.32569",35.37849,1.32569,1,158,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C971A774B00E14C06A12BC218DB24140,"35.394932, -5.014345",35.394932,-5.014345,10,159,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000033333333333329403333333333B34140,"35.4, 12.6",35.4,12.6,51,160,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000000000000002C403333333333B34140,"35.4, 14",35.4,14,21,161,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000001D91EF52EAF207C048E17A14AEB74140,"35.435, -2.993611",35.435,-2.993611,1,162,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000EEB1F4A10B3246401CB1169F02BC4140,"35.46883, 44.39098",35.46883,44.39098,2,163,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000033333333333329400000000000C04140,"35.5, 12.6",35.5,12.6,112,164,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000187B2FBE68172640C500892650C04140,"35.502446, 11.045721",35.502446,11.045721,17,165,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000E449D235932F2940580394861AC14140,"35.508622, 12.59292",35.508622,12.59292,3843,166,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000DAACFA5C6DE54140E63FA4DFBEC24140,"35.52145, 35.7924",35.52145,35.7924,35,167,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000048C2BE9D4444F03F5470784144C44140,"35.533333, 1.016667",35.533333,1.016667,1,168,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000087A3AB7477B746406666666666C64140,"35.55, 45.433333",35.55,45.433333,1,169,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B2A19BFD81A22840051901158EC64140,"35.551211, 12.317398",35.551211,12.317398,1,170,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009ACE4E06477915C068D0D03FC1C94140,"35.57621, -5.368435",35.57621,-5.368435,20,171,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000003C670B08AD47F2BFE84B6F7F2ECA4140,"35.579544, -1.142499",35.579544,-1.142499,1,172,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000008E9297288881440DFC2BAF1EECE4140,"35.616667, 5.133333",35.616667,5.133333,1,173,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000008F71C5C551B9E4BFF321A81ABDD84140,"35.693271, -0.647622",35.693271,-0.647622,9,174,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000DC80CF0F23B64940D9791B9B1DD94140,"35.696216, 51.422945",35.696216,51.422945,1,175,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000A12B11A8FE41E4BF5C92037635D94140,"35.696944, -0.633056",35.696944,-0.633056,120,176,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000033333333333317C012F6ED2422E24140,"35.766667, -5.8",35.766667,-5.8,178,177,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000082734694F6A625407A8D5DA27AE34140,"35.77718, 10.8261",35.77718,10.8261,53,178,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000002009FB761211D1BF6666666666E64140,"35.8, -0.266667",35.8,-0.266667,5,179,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000085EB51B81E052D40B81E85EB51E84140,"35.815, 14.51",35.815,14.51,1,180,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C4E9245B5D0E2D401F82AAD1ABE94140,"35.825556, 14.528056",35.825556,14.528056,1,181,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B58D3F51D9D82C4042CC2555DBE94140,"35.827006, 14.423533",35.827006,14.423533,1,182,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000F8359204E11A2D4057ED9A90D6EA4140,"35.834673, 14.552498",35.834673,14.552498,6,183,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000CCD24ECDE5162D40AC8F87BEBBEB4140,"35.841667, 14.544722",35.841667,14.544722,1,184,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000E0F76F5E9C7815C02174D0251CEC4140,"35.844609, -5.367784",35.844609,-5.367784,2,185,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000533C2EAA4544D4BFCDCCCCCCCCEC4140,"35.85, -0.316667",35.85,-0.316667,81,186,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B91B446B45C32C40F1BBE9961DEE4140,"35.860278, 14.381389",35.860278,14.381389,1,187,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000035DFB027A212D40514F1F813FEE4140,"35.861313, 14.565384",35.861313,14.565384,2,188,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000008063CF9ECBBC29403CF54883DBEE4140,"35.866074, 12.868741",35.866074,12.868741,5,189,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006B2A8BC22E222D40BEF561BD51EF4140,"35.869682, 14.566763",35.869682,14.566763,1,190,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009757AEB7CDFC2C403E05C07806F14140,"35.88301, 14.493757",35.88301,14.493757,11,191,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C26A2C616D4C15C014252191B6F14140,"35.888384, -5.324636",35.888384,-5.324636,213,192,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000D15AD1E638072D40825660C8EAF24140,"35.89779, 14.514106",35.89779,14.514106,71,193,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000003D0AD7A370BD28403333333333F34140,"35.9, 12.37",35.9,12.37,19,194,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000672618CE35AC15C0EF91CD55F3F44140,"35.913676, -5.418174",35.913676,-5.418174,28,195,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000DAFF006BD51E25407EC6850321F54140,"35.91507, 10.560222",35.91507,10.560222,64,196,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000D07B6308007A3C40ED7DAA0A0DF64140,"35.922273, 28.476563",35.922273,28.476563,1,197,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000004FCAA48636C02C40BF1072DEFFF74140,"35.937496, 14.375416",35.937496,14.375416,655,198,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000075914259F8FAB63FDFC4909C4CF84140,"35.939838, 0.089767",35.939838,0.089767,38,199,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000085EB51B81E8515C0B81E85EB51F84140,"35.94, -5.38",35.94,-5.38,8,200,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000003CDBA337DC4708C026A77686A9F94140,"35.950486, -3.035088",35.950486,-3.035088,10,201,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000CD565EF23FC914C09D12109370FB4140,"35.964373, -5.196533",35.964373,-5.196533,63,202,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000005C8FC2F5285C17C05C8FC2F528FC4140,"35.97, -5.84",35.97,-5.84,9,203,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000809BC58B85B12C4073F56393FCFC4140,"35.976458, 14.346722",35.976458,14.346722,11,204,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000048E17A14AE4715C03D0AD7A370FD4140,"35.98, -5.32",35.98,-5.32,1,205,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000000000000002E400000000000004240,"36, 15",36,15,30,206,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000000000000003B400000000000004240,"36, 27",36,27,5,207,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000FF428F183D6716C090F9804067024240,"36.018776, -5.600819",36.018776,-5.600819,492,208,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000004912842BA0802C403D9B559FAB054240,"36.0443, 14.251222",36.0443,14.251222,1,209,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009CA73AE4664817C0501A6A14920C4240,"36.098208, -5.820705",36.098208,-5.820705,1,210,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000BABBCE86FCF315C0062D2460740D4240,"36.105114, -5.488268",36.105114,-5.488268,6,213,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B5705985CDD015C0620FED6305114240,"36.132977, -5.453909",36.132977,-5.453909,29,214,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B56CAD2F126A15C08DF0F62004124240,"36.140751, -5.353585",36.140751,-5.353585,107,215,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000007D94111780F610404E452A8C2D124240,"36.142015, 4.240723",36.142015,4.240723,1,216,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C4CDA96400E8F7BFCD920035B5124240,"36.146155, -1.494141",36.146155,-1.494141,15,217,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000003C873254C5F83B4003B00111E2144240,"36.163149, 27.971761",36.163149,27.971761,51,218,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000038DBDC989EB017C0FFCA4A9352184240,"36.19002, -5.92248",36.19002,-5.92248,74,219,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000000000000000029409A99999999194240,"36.2, 12.5",36.2,12.5,41,220,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000BC24CE8AA88915C07F86376BF01A4240,"36.210462, -5.384432",36.210462,-5.384432,1,221,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000A1F7C61000042A409DF17D71A91E4240,"36.239546, 13.007813",36.239546,13.007813,48,222,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006E179AEB34FA36407B8670CCB2214240,"36.263269, 22.97737",36.263269,22.97737,40,223,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000331AF9BCE25918C07DCB9C2E8B234240,"36.277685, -6.087779",36.277685,-6.087779,17,224,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000020990E9D9EE5414076E09C11A5254240,"36.2941, 35.793903",36.2941,35.793903,4,225,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000000000000000004C06666666666264240,"36.3, -2.5",36.3,-2.5,20,226,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000CDCCCCCCCCCCECBF3333333333334240,"36.4, -0.9",36.4,-0.9,6,227,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000066666666666602C03333333333334240,"36.4, -2.3",36.4,-2.3,2,228,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000003333333333332A403333333333334240,"36.4, 13.1",36.4,13.1,129,229,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000E675C4211B9818C08962F20698354240,"36.418702, -6.148541",36.418702,-6.148541,1,230,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000090F8156BB89814C0C217265305374240,"36.42985, -5.149141",36.42985,-5.149141,6,231,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009C6F44F7AC373C402BFC19DEAC374240,"36.434963, 28.217483",36.434963,28.217483,3,232,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000031D0B52FA08713C0ABD1AB014A414240,"36.510071, -4.882447",36.510071,-4.882447,2,233,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009206B7B5852719C0A0FF1EBC76434240,"36.527061, -6.288596",36.527061,-6.288596,185,234,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006BF12900C6D73B4006BAF605F44A4240,"36.585572, 27.842865",36.585572,27.842865,12,235,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006666666666E63B40CDCCCCCCCC4C4240,"36.6, 27.9",36.6,27.9,11,236,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000028452BF70293014044DD0720B54D4240,"36.60709, 2.196783",36.60709,2.196783,2,237,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B16A10E676FF11C03BFF76D9AF4F4240,"36.622554, -4.499477",36.622554,-4.499477,1,238,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000071C79BFC163D054051F9D7F2CA4F4240,"36.623381, 2.654829",36.623381,2.654829,6,239,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000B47904AB17319C0EAE74D452A504240,"36.62629, -6.362981",36.62629,-6.362981,37,240,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000000000000000006404529215855554240,"36.666667, 2.75",36.666667,2.75,11,241,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
,,50.9247443,1.8000638,1,752,2015-06-12 10:43:41.717337+00,2015-06-12 10:43:41.717337+00
0101000020E6100000068195438B442E405001309E41574240,"36.68169, 15.133875",36.68169,15.133875,17,242,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000FC6EBA6587B80BC03C69E1B20A594240,"36.695639, -3.465102",36.695639,-3.465102,2,243,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000008978EBFCDBC511C0E59B6D6E4C594240,"36.697645, -4.443222",36.697645,-4.443222,27,244,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000E3A9471ADC0612C0C9CA2F83315A4240,"36.704636, -4.506699",36.704636,-4.506699,3,245,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B8770DFAD28B2D40A6D425E3185B4240,"36.711697, 14.773094",36.711697,14.773094,2,246,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000BDAAB35A60AF11C0AC70CB47525C4240,"36.721261, -4.421266",36.721261,-4.421266,17,247,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C269C18BBEB22D404C546F0D6C5D4240,"36.72986, 14.84911",36.72986,14.84911,45,248,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000086376BF0BEB22D401CD0D2156C5D4240,"36.729861, 14.849113",36.729861,14.849113,1,249,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000F7764B72C05E10C052BAF42F495F4240,"36.744421, -4.092531",36.744421,-4.092531,3,250,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000739F1C0588220CC09E961FB8CA5F4240,"36.748374, -3.516861",36.748374,-3.516861,69,251,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000FEB4519D0E2408C07460394206604240,"36.750191, -3.017606",36.750191,-3.017606,28,252,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000CDE506431D560840B24AE9995E604240,"36.752887, 3.042048",36.752887,3.042048,39,253,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000004562821ABE8506C09605137F14634240,"36.774063, -2.815304",36.774063,-2.815304,4,254,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000001B4641F0F86610C0F8325184D4634240,"36.779923, -4.100559",36.779923,-4.100559,1,255,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000005D4F745DF8692D40BA6587F887654240,"36.793212, 14.706973",36.793212,14.706973,12,256,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000255AF2785A1A3B4021567F8461664240,"36.799851, 27.102943",36.799851,27.102943,119,257,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000069E388B5F8542440A2D11DC4CE684240,"36.81881, 10.16596",36.81881,10.16596,540,258,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000A20914B188E12740226E4E25036A4240,"36.828221, 11.940496",36.828221,11.940496,37,259,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000299485AFAFB503C0D829560DC26A4240,"36.834047, -2.463714",36.834047,-2.463714,208,260,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000003333333333332640CDCCCCCCCC6C4240,"36.85, 11.1",36.85,11.1,5,261,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C25087156E413C40768BC058DF6C4240,"36.850566, 28.255586",36.850566,28.255586,7,262,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009A99999999991B40DFC2BAF1EE6E4240,"36.866667, 6.9",36.866667,6.9,18,263,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000002AC93A1C5D452E4059C2DA183B6F4240,"36.868991, 15.135476",36.868991,15.135476,18,264,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000009413ED2AA4B43E40F08AE07F2B714240,"36.88414, 30.70563",36.88414,30.70563,31,265,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000B329577897DB2C400E66136058724240,"36.893322, 14.42889",36.893322,14.42889,18,266,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006666666666663B403333333333734240,"36.9, 27.4",36.9,27.4,5,267,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000DE36E10AD051F401BF33AE290734240,"36.902859, 7.755543",36.902859,7.755543,107,268,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000004CA59F7076732D40C3633F8BA5764240,"36.926927, 14.725513",36.926927,14.725513,58,269,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000056BB26A43546FEBF56F0DB10E37F4240,"36.999117, -1.892141",36.999117,-1.892141,12,270,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000BCCB457C276E3B40FDA204FD85844240,"37.035339, 27.43029",37.035339,27.43029,57,271,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000000000000204240295C8FC2F5884240,"37.07, 36.25",37.07,36.25,42,272,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000F2ECF2AD0F7B2C403DF372D87D894240,"37.074153, 14.240354",37.074153,14.240354,59,273,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000A0FB7266BB922E4062D9CC21A9894240,"37.075474, 15.286586",37.075474,15.286586,14,274,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000090D959F44E853940FCABC77DAB894240,"37.075546, 25.520736",37.075546,25.520736,70,275,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000D00D4DD9E9DF2B40BC5AEECC048D4240,"37.101709, 13.937331",37.101709,13.937331,1,276,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000005891D1014960394068E90AB6118D4240,"37.102103, 25.376114",37.102103,25.376114,28,277,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000CAC16C020C9B25406954E0641B904240,"37.125836, 10.802826",37.125836,10.802826,5,278,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000043705CC64DD93A4037C64E7809924240,"37.140914, 26.848843",37.140914,26.848843,5,279,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000642310AFEB772240DE8D058541934240,"37.150437, 9.23422",37.150437,9.23422,6,280,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000C1559E40D8C90CC0A43330F2B2964240,"37.177336, -3.598557",37.177336,-3.598557,38,281,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000000000000000030409A99999999994240,"37.2, 16",37.2,16,1,282,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000D943FB58C18F1BC0459E245D339D4240,"37.22813, -6.890386",37.22813,-6.890386,13,283,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000A2C802903BF2340B398D87C5CA34240,"37.27626, 9.873071",37.27626,9.873071,3,284,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000007AFEB4519D163B407E1AF7E637A44240,"37.282956, 27.088338",37.282956,27.088338,15,285,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000FF25A94C31272B406B0E10CCD1A74240,"37.31109, 13.576548",37.31109,13.576548,3,286,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000085EE92382B5A36408A58C4B0C3AC4240,"37.349722, 22.352222",37.349722,22.352222,1,287,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000DD96C80567500AC00BCF4BC5C6AC4240,"37.349816, -3.289259",37.349816,-3.289259,1,288,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000075C8CD7003463B400685419946AF4240,"37.369342, 27.27349",37.369342,27.27349,13,289,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
,,50.9247443,1.8000638,1,753,2015-06-12 10:43:41.717337+00,2015-06-12 10:43:41.717337+00
0101000020E6100000CB845FEAE7ED17C0ADDA3521ADB14240,"37.388096, -5.98233",37.388096,-5.98233,7,290,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000DC0DA2B5A29139404F0306499FB44240,"37.411111, 25.568889",37.411111,25.568889,6,291,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000000F4240BE84EA384022E2E65432B64240,"37.423411, 24.916088",37.423411,24.916088,1,292,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000ACE5CE4C305439403CC093162EB94240,"37.446719, 25.328862",37.446719,25.328862,10,293,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000006F4BE48233202C4047B071FDBBBE4240,"37.490112, 14.062893",37.490112,14.062893,3,294,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000BDE13E726B2A2E40D80B056C07C14240,"37.508039, 15.082851",37.508039,15.082851,20,295,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000078431A1538E912C0A39410ACAAC54240,"37.544271, -4.727753",37.544271,-4.727753,30,296,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000001C2444F982A6294078B306EFABCA4240,"37.583372, 12.825218",37.583372,12.825218,1,297,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000004298DBBDDC072C40EBE5779ACCCC4240,"37.599994, 14.015356",37.599994,14.015356,363,298,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E610000089B2B794F3C5EFBF6CD097DEFECE4240,"37.617153, -0.992914",37.617153,-0.992914,21,299,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000008DF0F62004E4EFBFE3546B6116D04240,"37.625683, -0.996584",37.625683,-0.996584,8,300,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000310A82C7B78713C0B56E83DA6FD54240,"37.667476, -4.882537",37.667476,-4.882537,1,301,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E6100000AB3DEC8502D23A40C5724BAB21DF4240,"37.743215, 26.820351",37.743215,26.820351,218,302,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
0101000020E61000008A027D224FFA3A4045BDE0D39CE04240,"37.754786, 26.97777",37.754786,26.97777,2,303,2015-04-22 15:15:56.698192+00,2015-04-22 15:15:56.698192+00
